caseid,educ,age,religion,region,wealthCat,wealthDec,urban,,,,,,,
949 41  2,4,45,Evangelical / Protestant,Olancho,Poorest,-102864,0,,,,,,,
949 41  6,2,20,Evangelical / Protestant,Olancho,Poorest,-102864,0,,,,,,,
949 41  9,6,23,Evangelical / Protestant,Olancho,Poorest,-102864,0,,,,,,,
949 61  2,4,33,Catholic,Olancho,Poorest,-152874,0,,,,,,,
949 71  2,6,30,Catholic,Olancho,Poorer,-75292,0,,,,,,,
949 81  7,3,18,Catholic,Olancho,Poorest,-122087,0,,,,,,,
949 91  2,6,31,Catholic,Olancho,Poorest,-115339,0,,,,,,,
949101  1,0,28,Catholic,Olancho,Poorest,-130405,0,,,,,,,
949111  4,5,22,Catholic,Olancho,Poorer,-91026,0,,,,,,,
949121  2,0,37,Catholic,Olancho,Poorest,-121904,0,,,,,,,
949131  4,6,22,Catholic,Olancho,Poorest,-98282,0,,,,,,,
949141  2,6,42,Evangelical / Protestant,Olancho,Poorest,-96801,0,,,,,,,
949181  2,2,24,Catholic,Olancho,Poorest,-119611,0,,,,,,,
949191  6,0,17,Catholic,Olancho,Poorest,-98419,0,,,,,,,
950 11  2,6,40,Catholic,Olancho,Poorest,-110482,0,,,,,,,
950 21  2,6,37,Evangelical / Protestant,Olancho,Middle,-19458,0,,,,,,,
950 31  4,3,22,Catholic,Olancho,Poorest,-100775,0,,,,,,,
950 41  2,0,25,Catholic,Olancho,Poorer,-56391,0,,,,,,,
950 51  2,5,32,No religion,Olancho,Poorest,-123019,0,,,,,,,
950 71  2,6,27,Evangelical / Protestant,Olancho,Poorest,-126640,0,,,,,,,
950 81  2,2,33,Catholic,Olancho,Poorest,-101158,0,,,,,,,
950101  2,6,49,Catholic,Olancho,Poorest,-98843,0,,,,,,,
950111 10,4,24,Evangelical / Protestant,Olancho,Poorer,-82794,0,,,,,,,
950121  2,4,24,Evangelical / Protestant,Olancho,Poorest,-117423,0,,,,,,,
950131  2,0,34,Evangelical / Protestant,Olancho,Poorest,-125174,0,,,,,,,
950141  2,6,39,Evangelical / Protestant,Olancho,Poorest,-130140,0,,,,,,,
950161  5,6,39,Catholic,Olancho,Poorer,-41111,0,,,,,,,
950181  2,3,44,Catholic,Olancho,Poorer,-83551,0,,,,,,,
950181  6,8,18,Catholic,Olancho,Poorer,-83551,0,,,,,,,
950201  2,0,31,Evangelical / Protestant,Olancho,Poorest,-123522,0,,,,,,,
951 21  2,6,38,Catholic,Olancho,Middle,-30545,0,,,,,,,
951 31  2,11,38,Catholic,Olancho,Poorer,-65420,0,,,,,,,
951 41  2,6,34,Evangelical / Protestant,Olancho,Poorer,-62672,0,,,,,,,
951 51  2,3,44,Catholic,Olancho,Poorer,-65657,0,,,,,,,
951101  2,7,25,Catholic,Olancho,Middle,-9877,0,,,,,,,
951111  2,9,30,Catholic,Olancho,Richer,112812,0,,,,,,,
951111  5,6,26,Catholic,Olancho,Richer,112812,0,,,,,,,
951121  2,9,33,Catholic,Olancho,Richer,56801,0,,,,,,,
951131  2,11,37,Evangelical / Protestant,Olancho,Richer,86537,0,,,,,,,
951141  1,6,47,Evangelical / Protestant,Olancho,Middle,-22448,0,,,,,,,
951151  1,0,32,No religion,Olancho,Middle,-26443,0,,,,,,,
951171  3,12,31,Catholic,Olancho,Middle,16270,0,,,,,,,
951201  3,9,22,Catholic,Olancho,Poorer,-63182,0,,,,,,,
952 11  2,12,26,Catholic,Olancho,Richer,60003,0,,,,,,,
952 31  2,2,34,Catholic,Olancho,Poorest,-111252,0,,,,,,,
952 41  2,9,23,Catholic,Olancho,Middle,11345,0,,,,,,,
952 51  1,6,45,Catholic,Olancho,Poorer,-85980,0,,,,,,,
952 71  2,6,21,Catholic,Olancho,Poorer,-77560,0,,,,,,,
952 81  2,0,25,Catholic,Olancho,Poorer,-87574,0,,,,,,,
952 91  2,4,40,Catholic,Olancho,Poorest,-104487,0,,,,,,,
952 91  5,6,21,Catholic,Olancho,Poorest,-104487,0,,,,,,,
952101  2,5,32,Catholic,Olancho,Poorer,-90440,0,,,,,,,
952111  2,5,27,Catholic,Olancho,Poorer,-57072,0,,,,,,,
952122  2,6,25,Catholic,Olancho,Poorer,-37670,0,,,,,,,
952131  2,6,42,Catholic,Olancho,Poorer,-31965,0,,,,,,,
952141  2,0,21,Catholic,Olancho,Poorer,-76604,0,,,,,,,
952161  2,6,36,Catholic,Olancho,Poorest,-104720,0,,,,,,,
952171  2,5,34,Catholic,Olancho,Poorest,-118616,0,,,,,,,
952201  4,5,24,Evangelical / Protestant,Olancho,Poorest,-123142,0,,,,,,,
953 11  2,7,29,Catholic,Olancho,Richer,48399,0,,,,,,,
953 41  2,6,30,Evangelical / Protestant,Olancho,Poorer,-77564,0,,,,,,,
953 51  1,9,26,Evangelical / Protestant,Olancho,Middle,8921,0,,,,,,,
953 71  2,6,36,Catholic,Olancho,Poorest,-112399,0,,,,,,,
953 81  2,6,45,Catholic,Olancho,Poorer,-82117,0,,,,,,,
953 91  2,6,28,Catholic,Olancho,Middle,-13039,0,,,,,,,
953101  2,9,32,Catholic,Olancho,Middle,-23199,0,,,,,,,
953111  2,6,30,Catholic,Olancho,Poorest,-92110,0,,,,,,,
953121  2,5,48,Catholic,Olancho,Poorest,-103875,0,,,,,,,
953141  2,6,29,No religion,Olancho,Poorer,-45009,0,,,,,,,
953181  2,6,39,Evangelical / Protestant,Olancho,Poorer,-88192,0,,,,,,,
953191  2,1,36,Evangelical / Protestant,Olancho,Poorer,-83982,0,,,,,,,
953201  2,6,44,Catholic,Olancho,Poorest,-114370,0,,,,,,,
954 11  2,6,31,Evangelical / Protestant,Olancho,Poorer,-52615,0,,,,,,,
954 31  1,2,34,Evangelical / Protestant,Olancho,Poorest,-119347,0,,,,,,,
954 41  5,4,32,No religion,Olancho,Poorest,-111446,0,,,,,,,
954 51  2,1,40,Evangelical / Protestant,Olancho,Poorest,-114807,0,,,,,,,
954 51  4,0,21,No religion,Olancho,Poorest,-114807,0,,,,,,,
954 61  9,13,19,Evangelical / Protestant,Olancho,Poorer,-61829,0,,,,,,,
954 71  2,10,31,Catholic,Olancho,Poorest,-108652,0,,,,,,,
954 81  2,5,29,Catholic,Olancho,Poorest,-98242,0,,,,,,,
954 91  2,5,23,Catholic,Olancho,Poorest,-140936,0,,,,,,,
954101  2,4,24,Catholic,Olancho,Poorest,-124426,0,,,,,,,
954111  2,0,22,Evangelical / Protestant,Olancho,Poorest,-158031,0,,,,,,,
954151  2,2,48,Catholic,Olancho,Poorest,-143686,0,,,,,,,
954171  2,2,37,Evangelical / Protestant,Olancho,Poorest,-128347,0,,,,,,,
954181  2,3,17,Catholic,Olancho,Poorest,-140900,0,,,,,,,
954191  2,0,45,Catholic,Olancho,Poorest,-133831,0,,,,,,,
954191  8,5,25,Catholic,Olancho,Poorest,-133831,0,,,,,,,
954201  6,1,27,Catholic,Olancho,Poorest,-129447,0,,,,,,,
955 11  2,7,21,Catholic,Olancho,Poorest,-139418,0,,,,,,,
955 21  5,6,31,Evangelical / Protestant,Olancho,Poorer,-76432,0,,,,,,,
955 31  2,9,21,Catholic,Olancho,Poorest,-105604,0,,,,,,,
955 41  2,3,37,Catholic,Olancho,Poorest,-117531,0,,,,,,,
955 51  2,9,31,Catholic,Olancho,Poorest,-117778,0,,,,,,,
955 71  2,3,49,Catholic,Olancho,Poorest,-95498,0,,,,,,,
955 81  6,2,31,Catholic,Olancho,Poorer,-82006,0,,,,,,,
955 91  2,1,41,Evangelical / Protestant,Olancho,Poorest,-119489,0,,,,,,,
955131  1,6,37,Catholic,Olancho,Poorer,-90100,0,,,,,,,
955141  2,5,39,Evangelical / Protestant,Olancho,Poorer,-63471,0,,,,,,,
955151  2,5,43,Catholic,Olancho,Poorest,-98501,0,,,,,,,
955161  1,4,49,Catholic,Olancho,Poorest,-113417,0,,,,,,,
955171  2,0,30,Catholic,Olancho,Poorest,-128087,0,,,,,,,
955191  1,0,47,Catholic,Olancho,Poorest,-110165,0,,,,,,,
955201  2,6,33,Catholic,Olancho,Poorest,-118046,0,,,,,,,
956 21  2,4,37,Evangelical / Protestant,Olancho,Poorest,-117120,0,,,,,,,
956 31  2,0,37,Catholic,Olancho,Poorest,-127518,0,,,,,,,
956 41  2,5,28,Catholic,Olancho,Poorest,-125505,0,,,,,,,
956 61  5,6,22,Catholic,Olancho,Poorest,-132338,0,,,,,,,
956 71  2,4,29,Catholic,Olancho,Poorest,-114374,0,,,,,,,
956101  2,4,46,Catholic,Olancho,Poorest,-98596,0,,,,,,,
956121  1,2,42,Catholic,Olancho,Poorest,-107780,0,,,,,,,
956151  2,6,26,Catholic,Olancho,Poorest,-101908,0,,,,,,,
956161  1,6,49,Catholic,Olancho,Poorer,-50324,0,,,,,,,
956161  2,12,22,Evangelical / Protestant,Olancho,Poorer,-50324,0,,,,,,,
956171  2,4,25,Evangelical / Protestant,Olancho,Poorest,-135013,0,,,,,,,
956191  2,5,16,Catholic,Olancho,Poorest,-128315,0,,,,,,,
956191  5,1,45,Catholic,Olancho,Poorest,-128315,0,,,,,,,
956201  2,4,25,Catholic,Olancho,Poorest,-133225,0,,,,,,,
957 11  2,3,23,Catholic,Olancho,Poorest,-130401,0,,,,,,,
957 31  4,6,27,No religion,Olancho,Poorest,-123909,0,,,,,,,
957 41  2,0,25,Evangelical / Protestant,Olancho,Poorest,-120130,0,,,,,,,
957 61  2,1,29,Evangelical / Protestant,Olancho,Poorest,-125560,0,,,,,,,
957 91  3,6,35,Evangelical / Protestant,Olancho,Poorest,-111615,0,,,,,,,
957 91  6,6,29,Evangelical / Protestant,Olancho,Poorest,-111615,0,,,,,,,
957111  2,0,32,Evangelical / Protestant,Olancho,Poorest,-132803,0,,,,,,,
957131  3,6,34,Evangelical / Protestant,Olancho,Poorest,-102660,0,,,,,,,
957171  2,6,33,Catholic,Olancho,Poorest,-128532,0,,,,,,,
957181  5,0,28,Evangelical / Protestant,Olancho,Poorer,-77091,0,,,,,,,
957191  3,4,41,Catholic,Olancho,Poorest,-93730,0,,,,,,,
957201  2,5,42,Catholic,Olancho,Poorer,-87616,0,,,,,,,
958 21  1,6,46,Evangelical / Protestant,Olancho,Middle,-24900,0,,,,,,,
958 41  2,10,27,Evangelical / Protestant,Olancho,Poorest,-114068,0,,,,,,,
958 81  2,6,42,Catholic,Olancho,Poorer,-73288,0,,,,,,,
958 91  1,9,19,Catholic,Olancho,Richer,69803,0,,,,,,,
958 91  4,6,39,Evangelical / Protestant,Olancho,Richer,69803,0,,,,,,,
958121  2,5,45,Catholic,Olancho,Poorer,-68825,0,,,,,,,
958131  1,9,39,Catholic,Olancho,Poorer,-48064,0,,,,,,,
958141  2,6,41,Catholic,Olancho,Poorer,-39163,0,,,,,,,
958161  3,6,42,Catholic,Olancho,Poorest,-117016,0,,,,,,,
958161  9,4,22,Evangelical / Protestant,Olancho,Poorest,-117016,0,,,,,,,
958161 14,6,27,Evangelical / Protestant,Olancho,Poorest,-117016,0,,,,,,,
958171  2,6,37,Catholic,Olancho,Poorest,-130109,0,,,,,,,
958181  4,3,34,Evangelical / Protestant,Olancho,Poorer,-73683,0,,,,,,,
958201  2,2,38,Catholic,Olancho,Poorer,-78123,0,,,,,,,
959 11  2,4,48,Catholic,Olancho,Poorer,-78476,0,,,,,,,
959 21  2,5,32,Evangelical / Protestant,Olancho,Poorer,-87585,0,,,,,,,
959 51  1,7,35,Catholic,Olancho,Poorer,-68142,0,,,,,,,
959 61  2,6,40,Catholic,Olancho,Poorer,-72277,0,,,,,,,
959 91  4,11,20,Evangelical / Protestant,Olancho,Middle,-3693,0,,,,,,,
959111  2,6,34,Evangelical / Protestant,Olancho,Poorer,-78847,0,,,,,,,
959131  3,12,42,Catholic,Olancho,Middle,-8842,0,,,,,,,
959141  2,12,30,Catholic,Olancho,Poorer,-35452,0,,,,,,,
959151  5,10,19,Catholic,Olancho,Middle,-16150,0,,,,,,,
959171  2,11,24,Evangelical / Protestant,Olancho,Poorer,-63514,0,,,,,,,
959201  2,6,33,Evangelical / Protestant,Olancho,Poorest,-100591,0,,,,,,,
960 11  1,6,27,Evangelical / Protestant,Olancho,Middle,-5903,0,,,,,,,
960 21  2,3,40,Catholic,Olancho,Poorest,-108349,0,,,,,,,
960 31  2,6,30,No religion,Olancho,Poorer,-84757,0,,,,,,,
960 41  6,4,22,Evangelical / Protestant,Olancho,Poorest,-103855,0,,,,,,,
960 51  2,2,36,Evangelical / Protestant,Olancho,Poorest,-110828,0,,,,,,,
960 61  6,6,26,No religion,Olancho,Poorer,-89001,0,,,,,,,
960 81  2,3,38,Catholic,Olancho,Poorer,-90642,0,,,,,,,
960 91  2,3,45,Catholic,Olancho,Middle,-20649,0,,,,,,,
960 91  8,6,21,Catholic,Olancho,Middle,-20649,0,,,,,,,
960111  4,15,20,Evangelical / Protestant,Olancho,Poorer,-41436,0,,,,,,,
960131  1,5,36,Evangelical / Protestant,Olancho,Poorer,-80039,0,,,,,,,
960151  2,14,28,Evangelical / Protestant,Olancho,Richer,65043,0,,,,,,,
960171  1,3,24,Catholic,Olancho,Poorer,-62324,0,,,,,,,
960181  1,5,29,No religion,Olancho,Poorest,-107085,0,,,,,,,
960191  2,3,25,Catholic,Olancho,Poorest,-101834,0,,,,,,,
960201  3,8,19,Catholic,Olancho,Poorer,-33376,0,,,,,,,
961 11  2,0,41,Evangelical / Protestant,Olancho,Poorer,-74222,0,,,,,,,
961 81  4,12,41,Catholic,Olancho,Poorer,-89607,0,,,,,,,
961101  1,3,49,Evangelical / Protestant,Olancho,Middle,2540,0,,,,,,,
961161  2,8,19,Catholic,Olancho,Poorer,-68357,0,,,,,,,
961182  2,4,25,Evangelical / Protestant,Olancho,Poorest,-130168,0,,,,,,,
961201  2,2,38,Evangelical / Protestant,Olancho,Poorest,-122929,0,,,,,,,
961201  9,8,19,Evangelical / Protestant,Olancho,Poorest,-122929,0,,,,,,,
962 11  2,6,38,Catholic,Olancho,Poorest,-94803,0,,,,,,,
962 21  2,2,27,Catholic,Olancho,Poorer,-86254,0,,,,,,,
962 31  2,3,49,Catholic,Olancho,Middle,2256,0,,,,,,,
962 31  6,6,25,Catholic,Olancho,Middle,2256,0,,,,,,,
962 31  8,2,23,No religion,Olancho,Middle,2256,0,,,,,,,
962 31 11,6,22,Evangelical / Protestant,Olancho,Middle,2256,0,,,,,,,
962 41  2,9,25,Catholic,Olancho,Middle,-5965,0,,,,,,,
962 51  2,2,32,Catholic,Olancho,Poorer,-52437,0,,,,,,,
962 61  2,6,37,Catholic,Olancho,Middle,-6002,0,,,,,,,
962 71  2,1,41,Catholic,Olancho,Poorer,-46080,0,,,,,,,
962 81  2,2,34,Evangelical / Protestant,Olancho,Poorer,-34194,0,,,,,,,
962101  1,3,30,Catholic,Olancho,Poorest,-92945,0,,,,,,,
962111  3,3,29,Evangelical / Protestant,Olancho,Poorest,-102350,0,,,,,,,
962112  1,9,27,Evangelical / Protestant,Olancho,Poorer,-59860,0,,,,,,,
962121  2,0,44,Evangelical / Protestant,Olancho,Poorer,-90430,0,,,,,,,
962131  2,6,22,Evangelical / Protestant,Olancho,Poorest,-138532,0,,,,,,,
962141  2,3,23,No religion,Olancho,Poorest,-140230,0,,,,,,,
962161  2,3,30,Catholic,Olancho,Poorer,-41349,0,,,,,,,
962171  2,6,18,Catholic,Olancho,Poorest,-128169,0,,,,,,,
962191  2,6,32,Catholic,Olancho,Poorest,-105373,0,,,,,,,
962201  3,7,29,Catholic,Olancho,Poorer,-90526,0,,,,,,,
963 21  1,7,46,Evangelical / Protestant,Olancho,Richer,59139,0,,,,,,,
963 21  5,6,26,Evangelical / Protestant,Olancho,Richer,59139,0,,,,,,,
963 51  2,6,41,Evangelical / Protestant,Olancho,Poorer,-42402,0,,,,,,,
963 61  4,12,30,Catholic,Olancho,Poorer,-35357,0,,,,,,,
963 71  2,12,32,No religion,Olancho,Richer,72756,0,,,,,,,
963 81  2,6,44,Evangelical / Protestant,Olancho,Middle,-2390,0,,,,,,,
963 81  4,12,24,Evangelical / Protestant,Olancho,Middle,-2390,0,,,,,,,
963 91  2,4,38,No religion,Olancho,Poorer,-42476,0,,,,,,,
963111  2,4,49,Catholic,Olancho,Poorer,-46833,0,,,,,,,
963121  2,6,33,Catholic,Olancho,Middle,41397,0,,,,,,,
963131  2,6,21,Catholic,Olancho,Poorer,-41220,0,,,,,,,
963141  2,6,35,Evangelical / Protestant,Olancho,Middle,42513,0,,,,,,,
963151  2,6,29,Evangelical / Protestant,Olancho,Poorer,-34692,0,,,,,,,
963171  2,6,26,Catholic,Olancho,Poorest,-95903,0,,,,,,,
963181  2,5,34,Catholic,Olancho,Middle,-11376,0,,,,,,,
964 31  2,6,18,Catholic,Olancho,Poorest,-93708,0,,,,,,,
964 41  2,0,44,Catholic,Olancho,Poorer,-83856,0,,,,,,,
964 51  1,6,31,Catholic,Olancho,Poorest,-123003,0,,,,,,,
964 61  2,6,33,Catholic,Olancho,Poorest,-118384,0,,,,,,,
964 81  2,5,22,Catholic,Olancho,Poorest,-141249,0,,,,,,,
964 91  2,6,22,No religion,Olancho,Poorest,-99371,0,,,,,,,
964111  2,5,38,Catholic,Olancho,Poorest,-109202,0,,,,,,,
964121  2,1,30,Catholic,Olancho,Poorer,-68160,0,,,,,,,
964131  2,2,17,Catholic,Olancho,Poorest,-106227,0,,,,,,,
964141  2,6,24,Catholic,Olancho,Poorest,-132630,0,,,,,,,
964151  2,4,38,Catholic,Olancho,Poorest,-114246,0,,,,,,,
964161  2,2,43,Catholic,Olancho,Middle,-11008,0,,,,,,,
964181  2,6,21,Evangelical / Protestant,Olancho,Poorer,-84620,0,,,,,,,
964191  2,0,40,Evangelical / Protestant,Olancho,Poorest,-110476,0,,,,,,,
964201  1,3,47,Catholic,Olancho,Poorest,-137042,0,,,,,,,
964201  4,3,19,Catholic,Olancho,Poorest,-137042,0,,,,,,,
965 11  1,6,45,No religion,Olancho,Middle,13074,0,,,,,,,
965 21  5,6,32,Catholic,Olancho,Middle,2821,0,,,,,,,
965 51  2,4,41,Catholic,Olancho,Richer,93629,0,,,,,,,
965 61  1,13,49,Catholic,Olancho,Richer,98609,0,,,,,,,
965 71  2,4,21,Catholic,Olancho,Middle,35189,0,,,,,,,
965121  2,8,26,Evangelical / Protestant,Olancho,Middle,2107,0,,,,,,,
965131  1,0,46,Evangelical / Protestant,Olancho,Poorer,-44444,0,,,,,,,
965141  1,6,42,Evangelical / Protestant,Olancho,Middle,23754,0,,,,,,,
965142  2,12,24,Evangelical / Protestant,Olancho,Richer,78653,0,,,,,,,
965143  2,11,19,Evangelical / Protestant,Olancho,Richer,50772,0,,,,,,,
965161  1,12,22,No religion,Olancho,Richer,54770,0,,,,,,,
965171  1,6,38,Evangelical / Protestant,Olancho,Middle,16966,0,,,,,,,
965181  2,15,37,Catholic,Olancho,Poorer,-35020,0,,,,,,,
965191  2,14,25,Catholic,Olancho,Richer,91309,0,,,,,,,
965201  2,16,42,Catholic,Olancho,Richest,208362,0,,,,,,,
966 11  2,6,37,No religion,Olancho,Middle,7185,0,,,,,,,
966 21  2,6,36,Evangelical / Protestant,Olancho,Poorer,-76221,0,,,,,,,
966 31  2,2,37,Evangelical / Protestant,Olancho,Poorer,-38452,0,,,,,,,
966 31  9,9,18,Evangelical / Protestant,Olancho,Poorer,-38452,0,,,,,,,
966 61  4,13,24,Catholic,Olancho,Richer,77146,0,,,,,,,
966 71  2,6,43,Evangelical / Protestant,Olancho,Poorer,-64438,0,,,,,,,
966 82  1,6,26,Catholic,Olancho,Poorer,-32882,0,,,,,,,
966 82  4,4,31,Catholic,Olancho,Poorer,-32882,0,,,,,,,
966101  2,5,43,Catholic,Olancho,Middle,9565,0,,,,,,,
966101  5,6,21,Catholic,Olancho,Middle,9565,0,,,,,,,
966111  2,17,34,Evangelical / Protestant,Olancho,Middle,-16983,0,,,,,,,
966111  5,9,18,Evangelical / Protestant,Olancho,Middle,-16983,0,,,,,,,
966131  2,6,39,Evangelical / Protestant,Olancho,Poorer,-59819,0,,,,,,,
966141  2,5,48,Evangelical / Protestant,Olancho,Middle,20015,0,,,,,,,
966161  2,4,41,Catholic,Olancho,Middle,21712,0,,,,,,,
966181  2,6,24,Catholic,Olancho,Middle,-842,0,,,,,,,
966201  2,6,41,Catholic,Olancho,Poorer,-84121,0,,,,,,,
967 11  2,5,25,No religion,Olancho,Poorest,-103617,0,,,,,,,
967 21  7,5,21,Evangelical / Protestant,Olancho,Poorer,-55460,0,,,,,,,
967 41  2,0,39,Catholic,Olancho,Poorest,-142848,0,,,,,,,
967 51  1,0,48,Catholic,Olancho,Poorest,-120464,0,,,,,,,
967 51  5,3,26,No religion,Olancho,Poorest,-120464,0,,,,,,,
967 61  2,6,23,Evangelical / Protestant,Olancho,Poorest,-126355,0,,,,,,,
967 71  2,0,48,Catholic,Olancho,Poorer,-54048,0,,,,,,,
967 81  2,5,25,Evangelical / Protestant,Olancho,Middle,-23822,0,,,,,,,
967 91  2,3,47,Catholic,Olancho,Richer,50287,0,,,,,,,
967111  2,5,38,Catholic,Olancho,Poorest,-100329,0,,,,,,,
967121  2,6,36,Evangelical / Protestant,Olancho,Poorer,-86690,0,,,,,,,
967122  2,10,19,Evangelical / Protestant,Olancho,Poorest,-107245,0,,,,,,,
967131  2,1,37,Evangelical / Protestant,Olancho,Poorest,-96299,0,,,,,,,
967141  2,0,36,Evangelical / Protestant,Olancho,Poorest,-104449,0,,,,,,,
967152  2,6,41,Catholic,Olancho,Poorest,-139680,0,,,,,,,
967181  2,6,28,Evangelical / Protestant,Olancho,Poorest,-156444,0,,,,,,,
967191  2,6,39,Catholic,Olancho,Poorest,-113974,0,,,,,,,
967201  2,5,43,Evangelical / Protestant,Olancho,Poorest,-165381,0,,,,,,,
968 21  2,5,31,Evangelical / Protestant,Olancho,Middle,22946,0,,,,,,,
968 41  2,8,22,No religion,Olancho,Poorer,-79582,0,,,,,,,
968 51  4,3,32,Evangelical / Protestant,Olancho,Poorest,-114506,0,,,,,,,
968 61  2,1,38,Catholic,Olancho,Poorest,-136415,0,,,,,,,
968 71  2,3,29,Catholic,Olancho,Poorest,-129337,0,,,,,,,
968 81  2,0,27,Catholic,Olancho,Poorest,-131014,0,,,,,,,
968 91  2,6,19,Catholic,Olancho,Poorest,-126927,0,,,,,,,
968111  2,6,32,Evangelical / Protestant,Olancho,Poorest,-142408,0,,,,,,,
968121  2,3,37,Evangelical / Protestant,Olancho,Poorest,-131995,0,,,,,,,
968131  2,0,36,Evangelical / Protestant,Olancho,Poorer,-78257,0,,,,,,,
968141  2,6,42,Evangelical / Protestant,Olancho,Richer,68852,0,,,,,,,
968151  2,4,30,Catholic,Olancho,Poorest,-121235,0,,,,,,,
968171  1,6,31,Evangelical / Protestant,Olancho,Middle,-21328,0,,,,,,,
968181  4,4,35,Evangelical / Protestant,Olancho,Poorest,-101574,0,,,,,,,
968191  2,6,35,Evangelical / Protestant,Olancho,Poorest,-114500,0,,,,,,,
968201  2,6,29,Evangelical / Protestant,Olancho,Poorer,-78599,0,,,,,,,
969 31  2,1,32,Evangelical / Protestant,Olancho,Poorest,-163190,0,,,,,,,
969 41  2,5,42,No religion,Olancho,Poorest,-134981,0,,,,,,,
969 71  2,0,32,No religion,Olancho,Poorest,-145053,0,,,,,,,
969 81  2,0,48,Evangelical / Protestant,Olancho,Poorest,-151118,0,,,,,,,
969 81  3,1,29,Evangelical / Protestant,Olancho,Poorest,-151118,0,,,,,,,
969101  2,0,32,No religion,Olancho,Poorest,-123937,0,,,,,,,
969111  3,6,33,Evangelical / Protestant,Olancho,Poorest,-98853,0,,,,,,,
969121  2,3,40,Evangelical / Protestant,Olancho,Poorest,-126371,0,,,,,,,
969121  4,3,37,Evangelical / Protestant,Olancho,Poorest,-126371,0,,,,,,,
969131  2,3,24,No religion,Olancho,Poorest,-119004,0,,,,,,,
969141  7,2,32,No religion,Olancho,Poorest,-123290,0,,,,,,,
969151  5,12,29,Catholic,Olancho,Poorest,-131943,0,,,,,,,
969171  2,2,35,Catholic,Olancho,Poorest,-149091,0,,,,,,,
969191  2,2,31,Evangelical / Protestant,Olancho,Poorest,-124981,0,,,,,,,
969201  2,2,48,Catholic,Olancho,Poorest,-141524,0,,,,,,,
970 11  2,6,41,Catholic,Olancho,Poorest,-104678,0,,,,,,,
970 21  2,5,35,Catholic,Olancho,Poorer,-75440,0,,,,,,,
970 31  2,5,23,Catholic,Olancho,Poorest,-120174,0,,,,,,,
970 41  4,11,26,Catholic,Olancho,Poorest,-97211,0,,,,,,,
970 51  2,3,40,Catholic,Olancho,Poorest,-136596,0,,,,,,,
970 81  2,1,40,Catholic,Olancho,Poorest,-137016,0,,,,,,,
970 81  9,6,17,Catholic,Olancho,Poorest,-137016,0,,,,,,,
970 91  2,9,40,Evangelical / Protestant,Olancho,Poorest,-114693,0,,,,,,,
970101  2,10,24,Evangelical / Protestant,Olancho,Poorer,-68738,0,,,,,,,
970131  2,4,47,Catholic,Olancho,Poorer,-81340,0,,,,,,,
970131  6,9,26,No religion,Olancho,Poorer,-81340,0,,,,,,,
970141  2,0,22,Evangelical / Protestant,Olancho,Poorest,-128823,0,,,,,,,
970151  2,2,20,Evangelical / Protestant,Olancho,Poorest,-96885,0,,,,,,,
970161  2,6,26,Evangelical / Protestant,Olancho,Poorest,-100703,0,,,,,,,
970171  3,6,32,Catholic,Olancho,Poorer,-68688,0,,,,,,,
970191  2,6,26,Evangelical / Protestant,Olancho,Poorest,-123188,0,,,,,,,
970201  2,6,23,Evangelical / Protestant,Olancho,Poorest,-119501,0,,,,,,,
971 11  2,6,35,Evangelical / Protestant,Santa Barbara,Richer,60948,1,,,,,,,
971 21  3,6,21,Evangelical / Protestant,Santa Barbara,Richer,88533,1,,,,,,,
971 31  2,8,30,Evangelical / Protestant,Santa Barbara,Middle,43845,1,,,,,,,
971 41  4,6,36,No religion,Santa Barbara,Richer,73578,1,,,,,,,
971 51  1,14,38,Evangelical / Protestant,Santa Barbara,Richest,130147,1,,,,,,,
971 61  1,12,38,Catholic,Santa Barbara,Richest,168728,1,,,,,,,
971 91  2,6,48,Catholic,Santa Barbara,Richest,178066,1,,,,,,,
971 91  3,6,38,Catholic,Santa Barbara,Richest,178066,1,,,,,,,
971101  2,5,39,Evangelical / Protestant,Santa Barbara,Richest,141142,1,,,,,,,
971111  2,6,41,Evangelical / Protestant,Santa Barbara,Richest,117747,1,,,,,,,
971121  2,3,37,Evangelical / Protestant,Santa Barbara,Richer,110915,1,,,,,,,
971161  2,6,43,Evangelical / Protestant,Santa Barbara,Richest,132511,1,,,,,,,
971191  2,12,29,Catholic,Santa Barbara,Richest,187381,1,,,,,,,
971201  2,4,37,Evangelical / Protestant,Santa Barbara,Richer,92891,1,,,,,,,
972 21  3,2,33,No religion,Santa Barbara,Middle,28434,1,,,,,,,
972 51  3,6,25,No religion,Santa Barbara,Richer,60326,1,,,,,,,
972 61  2,12,38,Catholic,Santa Barbara,Richest,163003,1,,,,,,,
972 81  2,12,41,Evangelical / Protestant,Santa Barbara,Richest,172823,1,,,,,,,
972121  2,1,37,Evangelical / Protestant,Santa Barbara,Richer,66198,1,,,,,,,
972131  1,12,40,No religion,Santa Barbara,Richer,105861,1,,,,,,,
972151  2,16,48,Other,Santa Barbara,Richest,175639,1,,,,,,,
972161  3,12,26,Catholic,Santa Barbara,Richer,111799,1,,,,,,,
972191  1,0,35,Catholic,Santa Barbara,Middle,11125,1,,,,,,,
973 31  1,6,46,Evangelical / Protestant,Santa Barbara,Poorer,-47194,1,,,,,,,
973 41  1,6,35,Evangelical / Protestant,Santa Barbara,Richest,138183,1,,,,,,,
973 71  1,7,26,No religion,Santa Barbara,Richest,129997,1,,,,,,,
